Date,Price
2012-07-18,18.199997
2012-07-19,18.441959
2012-07-20,18.141155
2012-07-23,18.127045
2012-07-24,18.039684
2012-07-25,17.260666
2012-07-26,17.257963
2012-07-27,17.56657
2012-07-30,17.862873
2012-07-31,18.335087
2012-08-01,18.216505
2012-08-02,18.245924
2012-08-03,18.483389
2012-08-06,18.689024
2012-08-07,18.639791
2012-08-08,18.608271
2012-08-09,18.71439
2012-08-10,18.743639
2012-08-13,18.993872
2012-08-14,19.044827
2012-08-15,19.018902
2012-08-16,19.185024
2012-08-17,19.539877
2012-08-20,20.053619
2012-08-21,19.77956
2012-08-22,20.165762
2012-08-23,19.977634
2012-08-24,19.995426
2012-08-27,20.371075
2012-08-28,20.344545
2012-08-29,20.304453
2012-08-30,20.01502
2012-08-31,20.056322
2012-09-04,20.34968
2012-09-05,20.206774
2012-09-06,20.388866
2012-09-07,20.514597
2012-09-10,19.980949
2012-09-11,19.916134
2012-09-12,20.193499
2012-09-13,20.591173
2012-09-14,20.84141
2012-09-17,21.097679
2012-09-18,21.161892
2012-09-19,21.167616
2012-09-20,21.065113
2012-09-21,21.107018
2012-09-24,20.826632
2012-09-25,20.306562
2012-09-26,20.05452
2012-09-27,20.541122
2012-09-28,20.1124
2012-10-01,19.879955
2012-10-02,19.937841
2012-10-03,20.243551
2012-10-04,20.103367
2012-10-05,19.674938
2012-10-08,19.240198
2012-10-09,19.170244
2012-10-10,19.322798
2012-10-11,18.936588
2012-10-12,18.985126
2012-10-15,19.137384
2012-10-16,19.590523
2012-10-17,19.434353
2012-10-18,19.073465
2012-10-19,18.386074
2012-10-22,19.115377
2012-10-23,18.492191
2012-10-24,18.596813
2012-10-25,18.377028
2012-10-26,18.209999
2012-10-31,17.948299
2012-11-01,17.985079
2012-11-02,17.389946
2012-11-05,17.625711
2012-11-06,17.57235
2012-11-07,16.899988
2012-11-08,16.286676
2012-11-09,16.568645
2012-11-12,16.440536
2012-11-13,16.44265
2012-11-14,16.26033
2012-11-15,15.919298
2012-11-16,15.981696
2012-11-19,17.134106
2012-11-20,16.988115
2012-11-21,17.012047
2012-11-23,17.308859
2012-11-26,17.854925
2012-11-27,17.711061
2012-11-28,17.655336
2012-11-29,17.849768
2012-11-30,17.726208
2012-12-03,17.753767
2012-12-04,17.440603
2012-12-05,16.318178
2012-12-06,16.574104
2012-12-07,16.150393
2012-12-10,16.046505
2012-12-11,16.396923
2012-12-12,16.324543
2012-12-13,16.042559
2012-12-14,15.439862
2012-12-17,15.713662
2012-12-18,16.170078
2012-12-19,15.940202
2012-12-20,15.801485
2012-12-21,15.728796
2012-12-24,15.75424
2012-12-26,15.537083
2012-12-27,15.59947
2012-12-28,15.433804
2012-12-31,16.117674
2013-01-02,16.628309
2013-01-03,16.418428
2013-01-04,15.961088
2013-01-07,15.867208
2013-01-08,15.909909
2013-01-09,15.661258
2013-01-10,15.8554
2013-01-11,15.758175
2013-01-14,15.196352
2013-01-15,14.716915
2013-01-16,15.3278
2013-01-17,15.224514
2013-01-18,15.143357
2013-01-22,15.287816
2013-01-23,15.567674
2013-01-24,13.644163
2013-01-25,13.322517
2013-01-28,13.623869
2013-01-29,13.879489
2013-01-30,13.835878
2013-01-31,13.795295
2013-02-01,13.738659
2013-02-04,13.396416
2013-02-05,13.866462
2013-02-06,13.851625
2013-02-07,14.263492
2013-02-08,14.469423
2013-02-11,14.620214
2013-02-12,14.253737
2013-02-13,14.226628
2013-02-14,14.213835
2013-02-15,14.017955
2013-02-19,14.012777
2013-02-20,13.673419
2013-02-21,13.588428
2013-02-22,13.733129
2013-02-25,13.489116
2013-02-26,13.677074
2013-02-27,13.543037
2013-02-28,13.446469
2013-03-01,13.113503
2013-03-04,12.796074
2013-03-05,13.133914
2013-03-06,12.966976
2013-03-07,13.116858
2013-03-08,13.151582
2013-03-11,13.338931
2013-03-12,13.05136
2013-03-13,13.048922
2013-03-14,13.175348
2013-03-15,13.515312
2013-03-18,13.882698
2013-03-19,13.84523
2013-03-20,13.771815
2013-03-21,13.791612
2013-03-22,14.071268
2013-03-25,14.122144
2013-03-26,14.047812
2013-03-27,13.771815
2013-03-28,13.484854
2013-04-01,13.065982
2013-04-02,13.09279
2013-04-03,13.159809
2013-04-04,13.029731
2013-04-05,12.892036
2013-04-08,12.983732
2013-04-09,13.007187
2013-04-10,13.272524
2013-04-11,13.231096
2013-04-12,13.09309
2013-04-15,12.789986
2013-04-16,12.984644
2013-04-17,12.270589
2013-04-18,11.943107
2013-04-19,11.896801
2013-04-22,12.144772
2013-04-23,12.372033
2013-04-24,12.351621
2013-04-25,12.440568
2013-04-26,12.709255
2013-04-29,13.102838
2013-04-30,13.488506
2013-05-01,13.382188
2013-05-02,13.571974
2013-05-03,13.707844
2013-05-06,14.034717
2013-05-07,13.972263
2013-05-08,14.13006
2013-05-09,14.006793
2013-05-10,13.890265
2013-05-13,13.944537
2013-05-14,13.610904
2013-05-15,13.150624
2013-05-16,13.326334
2013-05-17,13.285858
2013-05-20,13.582385
2013-05-21,13.482117
2013-05-22,13.533936
2013-05-23,13.558161
2013-05-24,13.650462
2013-05-28,13.536695
2013-05-29,13.644327
2013-05-30,13.847641
2013-05-31,13.790911
2013-06-03,13.821269
2013-06-04,13.778033
2013-06-05,13.649238
2013-06-06,13.445316
2013-06-07,13.548043
2013-06-10,13.458502
2013-06-11,13.418941
2013-06-12,13.25305
2013-06-13,13.368653
2013-06-14,13.187426
2013-06-17,13.24722
2013-06-18,13.24017
2013-06-19,12.971236
2013-06-20,12.782341
2013-06-21,12.679919
2013-06-24,12.343835
2013-06-25,12.346595
2013-06-26,12.206761
2013-06-27,12.075211
2013-06-28,12.159537
2013-07-01,12.548675
2013-07-02,12.832937
2013-07-03,12.903775
2013-07-05,12.800126
2013-07-08,12.727452
2013-07-09,12.951306
2013-07-10,12.901628
2013-07-11,13.102789
2013-07-12,13.078874
2013-07-15,13.107389
2013-07-16,13.192023
2013-07-17,13.195395
2013-07-18,13.23986
2013-07-19,13.031034
2013-07-22,13.072739
2013-07-23,12.848271
2013-07-24,13.50818
2013-07-25,13.446542
2013-07-26,13.522899
2013-07-29,13.731421
2013-07-30,13.900997
2013-07-31,13.876772
2013-08-01,14.004029
2013-08-02,14.183723
2013-08-05,14.39562
2013-08-06,14.266829
2013-08-07,14.258547
2013-08-08,14.230147
2013-08-09,14.027657
2013-08-12,14.426156
2013-08-13,15.111726
2013-08-14,15.387368
2013-08-15,15.369157
2013-08-16,15.505591
2013-08-19,15.67258
2013-08-20,15.466691
2013-08-21,15.506515
2013-08-22,15.525033
2013-08-23,15.465156
2013-08-26,15.525343
2013-08-27,15.081467
2013-08-28,15.152777
2013-08-29,15.177468
2013-08-30,15.039186
2013-09-03,15.081164
2013-09-04,15.393233
2013-09-05,15.287666
2013-09-06,15.378727
2013-09-09,15.624121
2013-09-10,15.268216
2013-09-11,14.436959
2013-09-12,14.590677
2013-09-13,14.350221
2013-09-16,13.894004
2013-09-17,14.054513
2013-09-18,14.343433
2013-09-19,14.578642
2013-09-20,14.427699
2013-09-23,15.144748
2013-09-24,15.097213
2013-09-25,14.863543
2013-09-26,15.008315
2013-09-27,14.901208
2013-09-30,14.716002
2013-10-01,15.062026
2013-10-02,15.111414
2013-10-03,14.921579
2013-10-04,14.909849
2013-10-07,15.055551
2013-10-08,14.84534
2013-10-09,15.019741
2013-10-10,15.113879
2013-10-11,15.211729
2013-10-14,15.31143
2013-10-15,15.39292
2013-10-16,15.467935
2013-10-17,15.572574
2013-10-18,15.708078
2013-10-21,16.092997
2013-10-22,16.047003
2013-10-23,16.204119
2013-10-24,16.418644
2013-10-25,16.234985
2013-10-28,16.35598
2013-10-29,15.948535
2013-10-30,16.202269
2013-10-31,16.134357
2013-11-01,16.051947
2013-11-04,16.259375
2013-11-05,16.219234
2013-11-06,16.173294
2013-11-07,15.911555
2013-11-08,16.162117
2013-11-11,16.115231
2013-11-12,16.145039
2013-11-13,16.164289
2013-11-14,16.398077
2013-11-15,16.299654
2013-11-18,16.102196
2013-11-19,16.130753
2013-11-20,15.989485
2013-11-21,16.180122
2013-11-22,16.138514
2013-11-25,16.260845
2013-11-26,16.560764
2013-11-27,16.950726
2013-11-29,17.264616
2013-12-02,17.114342
2013-12-03,17.582853
2013-12-04,17.541866
2013-12-05,17.631907
2013-12-06,17.387255
2013-12-09,17.586267
2013-12-10,17.558941
2013-12-11,17.428852
2013-12-12,17.403391
2013-12-13,17.213696
2013-12-16,17.309015
2013-12-17,17.231087
2013-12-18,17.100061
2013-12-19,16.904148
2013-12-20,17.045729
2013-12-23,17.69989
2013-12-24,17.624769
2013-12-26,17.507715
2013-12-27,17.389418
2013-12-30,17.216492
2013-12-31,17.418301
2014-01-02,17.173328
2014-01-03,16.796106
2014-01-06,16.887703
2014-01-07,16.766918
2014-01-08,16.873095
2014-01-09,16.657631
2014-01-10,16.546486
2014-01-13,16.633104
2014-01-14,16.964071
2014-01-15,17.304661
2014-01-16,17.208107
2014-01-17,16.786478
2014-01-21,17.047281
2014-01-22,17.123037
2014-01-23,17.268032
2014-01-24,16.954132
2014-01-27,17.091681
2014-01-28,15.725583
2014-01-29,15.547064
2014-01-30,15.516943
2014-01-31,15.542403
2014-02-03,15.571278
2014-02-04,15.796684
2014-02-05,15.914671
2014-02-06,16.007431
2014-02-07,16.231375
2014-02-10,16.522156
2014-02-11,16.739845
2014-02-12,16.738602
2014-02-13,17.004404
2014-02-14,16.990656
2014-02-18,17.053122
2014-02-19,16.783892
2014-02-20,16.589621
2014-02-21,16.405346
2014-02-24,16.477179
2014-02-25,16.305702
2014-02-26,16.158602
2014-02-27,16.480928
2014-02-28,16.43626
2014-03-03,16.483734
2014-03-04,16.59243
2014-03-05,16.627409
2014-03-06,16.577126
2014-03-07,16.567451
2014-03-10,16.582441
2014-03-11,16.743914
2014-03-12,16.760153
2014-03-13,16.574005
2014-03-14,16.387857
2014-03-17,16.451876
2014-03-18,16.597427
2014-03-19,16.593056
2014-03-20,16.5131
2014-03-21,16.643337
2014-03-24,16.840733
2014-03-25,17.021893
2014-03-26,16.859165
2014-03-27,16.786705
2014-03-28,16.767962
2014-03-31,16.764212
2014-04-01,16.917568
2014-04-02,16.945681
2014-04-03,16.828243
2014-04-04,16.61055
2014-04-07,16.349739
2014-04-08,16.348808
2014-04-09,16.5637
2014-04-10,16.350061
2014-04-11,16.229189
2014-04-14,16.293839
2014-04-15,16.177654
2014-04-16,16.210442
2014-04-17,16.39566
2014-04-21,16.590244
2014-04-22,16.606806
2014-04-23,16.389723
2014-04-24,17.733391
2014-04-25,17.863636
2014-04-28,18.555447
2014-04-29,18.500477
2014-04-30,18.43051
2014-05-01,18.473936
2014-05-02,18.508287
2014-05-05,18.770021
2014-05-06,18.565445
2014-05-07,18.500477
2014-05-08,18.467503
2014-05-09,18.390547
2014-05-12,18.619518
2014-05-13,18.648722
2014-05-14,18.65218
2014-05-15,18.493565
2014-05-16,18.7665
2014-05-19,18.988882
2014-05-20,18.992641
2014-05-21,19.042892
2014-05-22,19.073044
2014-05-23,19.288498
2014-05-27,19.649691
2014-05-28,19.598814
2014-05-29,19.955921
2014-05-30,19.881168
2014-06-02,19.744545
2014-06-03,20.023758
2014-06-04,20.252407
2014-06-05,20.331871
2014-06-06,20.275963
2014-06-09,20.600407
2014-06-10,20.721333
2014-06-11,20.635588
2014-06-12,20.290411
2014-06-13,20.068356
2014-06-16,20.27063
2014-06-17,20.244238
2014-06-18,20.266232
2014-06-19,20.195875
2014-06-20,19.987017
2014-06-23,19.969421
2014-06-24,19.848509
2014-06-25,19.866091
2014-06-26,19.984816
2014-06-27,20.222256
2014-06-30,20.431118
2014-07-01,20.560831
2014-07-02,20.552044
2014-07-03,20.672956
2014-07-07,21.099478
2014-07-08,20.963165
2014-07-09,20.97196
2014-07-10,20.895014
2014-07-11,20.934589
2014-07-14,21.205006
2014-07-15,20.95657
2014-07-16,20.837843
2014-07-17,20.46629
2014-07-18,20.760899
2014-07-21,20.653177
2014-07-22,20.824657
2014-07-23,21.367702
2014-07-24,21.332521
2014-07-25,21.473234
2014-07-28,21.770033
2014-07-29,21.629328
2014-07-30,21.578762
2014-07-31,21.018124
2014-08-01,21.134657
2014-08-04,21.015942
2014-08-05,20.912605
2014-08-06,20.877422
2014-08-07,20.875219
2014-08-08,20.932663
2014-08-11,21.208851
2014-08-12,21.204428
2014-08-13,21.485033
2014-08-14,21.542475
2014-08-15,21.648531
2014-08-18,21.909262
2014-08-19,22.211954
2014-08-20,22.220789
2014-08-21,22.222998
2014-08-22,22.386501
2014-08-25,22.435114
2014-08-26,22.291492
2014-08-27,22.565468
2014-08-28,22.591984
2014-08-29,22.647221
2014-09-02,22.823982
2014-09-03,21.860645
2014-09-04,21.67947
2014-09-05,21.867273
2014-09-08,21.732494
2014-09-09,21.650743
2014-09-10,22.315798
2014-09-11,22.410809
2014-09-12,22.461624
2014-09-15,22.455002
2014-09-16,22.284863
2014-09-17,22.443951
2014-09-18,22.490351
2014-09-19,22.306955
2014-09-22,22.329054
2014-09-23,22.67816
2014-09-24,22.481508
2014-09-25,21.624226
2014-09-26,22.260563
2014-09-29,22.119165
2014-09-30,22.260563
2014-10-01,21.913666
2014-10-02,22.072758
2014-10-03,22.010889
2014-10-06,22.010889
2014-10-07,21.818666
2014-10-08,22.27161
2014-10-09,22.320215
2014-10-10,22.256144
2014-10-13,22.052872
2014-10-14,21.818666
2014-10-15,21.551315
2014-10-16,21.268501
2014-10-17,21.580044
2014-10-20,22.041822
2014-10-21,22.640589
2014-10-22,22.755493
2014-10-23,23.162033
2014-10-24,23.248205
2014-10-27,23.2239
2014-10-28,23.584042
2014-10-29,23.716612
2014-10-30,23.637075
2014-10-31,23.862438
2014-11-03,24.171768
2014-11-04,23.995008
2014-11-05,24.052458
2014-11-06,24.121243
2014-11-07,24.190037
2014-11-10,24.150095
2014-11-11,24.343157
2014-11-12,24.687111
2014-11-13,25.035501
2014-11-14,25.33729
2014-11-17,25.295134
2014-11-18,25.62355
2014-11-19,25.446028
2014-11-20,25.809956
2014-11-21,25.845457
2014-11-24,26.324776
2014-11-25,26.096218
2014-11-26,26.406887
2014-11-28,26.39135
2014-12-01,25.53479
2014-12-02,25.437149
2014-12-03,25.725632
2014-12-04,25.627991
2014-12-05,25.519253
2014-12-08,24.942301
2014-12-09,25.323982
2014-12-10,24.842443
2014-12-11,24.769217
2014-12-12,24.349808
2014-12-15,24.016954
2014-12-16,23.688522
2014-12-17,24.278797
2014-12-18,24.997772
2014-12-19,24.804724
2014-12-22,25.06213
2014-12-23,24.973366
2014-12-24,24.855755
2014-12-26,25.295134
2014-12-29,25.277386
2014-12-30,24.968927
2014-12-31,24.494053
2015-01-02,24.261044
2015-01-05,23.577578
2015-01-06,23.579786
2015-01-07,23.910435
2015-01-08,24.829123
2015-01-09,24.855755
2015-01-12,24.243296
2015-01-13,24.458542
2015-01-14,24.365337
2015-01-15,23.704062
2015-01-16,23.51988
2015-01-20,24.125687
2015-01-21,24.309868
2015-01-22,24.942301
2015-01-23,25.071005
2015-01-26,25.097631
2015-01-27,24.218882
2015-01-28,25.588041
2015-01-29,26.384693
2015-01-30,25.998571
2015-02-02,26.324776
2015-02-03,26.329212
2015-02-04,26.531147
2015-02-05,26.720514
2015-02-06,26.495504
2015-02-09,26.671507
2015-02-10,27.183907
2015-02-11,27.82106
2015-02-12,28.173058
2015-02-13,28.311186
2015-02-17,28.478268
2015-02-18,28.676544
2015-02-19,28.616404
2015-02-20,28.850311
2015-02-23,29.630053
2015-02-24,29.445145
2015-02-25,28.692142
2015-02-26,29.055279
2015-02-27,28.618622
2015-03-02,28.758972
2015-03-03,28.819124
2015-03-04,28.63644
2015-03-05,28.161913
2015-03-06,28.204248
2015-03-09,28.324551
2015-03-10,27.738632
2015-03-11,27.232918
2015-03-12,27.725266
2015-03-13,27.533667
2015-03-16,27.836653
2015-03-17,28.302271
2015-03-18,28.620846
2015-03-19,28.404757
2015-03-20,28.048302
2015-03-23,28.340149
2015-03-24,28.224308
2015-03-25,27.486885
2015-03-26,27.678476
2015-03-27,27.457926
2015-03-30,28.153004
2015-03-31,27.720808
2015-04-01,27.68071
2015-04-02,27.919085
2015-04-06,28.371328
2015-04-07,28.072805
2015-04-08,27.981466
2015-04-09,28.195339
2015-04-10,28.315638
2015-04-13,28.259945
2015-04-14,28.137411
2015-04-15,28.24435
2015-04-16,28.108446
2015-04-17,27.792101
2015-04-20,28.427032
2015-04-21,28.27331
2015-04-22,28.654263
2015-04-23,28.888186
2015-04-24,29.024084
2015-04-27,29.552074
2015-04-28,29.086466
2015-04-29,28.658726
2015-04-30,27.88121
2015-05-01,28.727787
2015-05-04,28.672085
2015-05-05,28.026026
2015-05-06,27.850029
2015-05-07,28.02228
2015-05-08,28.550245
2015-05-11,28.259422
2015-05-12,28.158747
2015-05-13,28.190067
2015-05-14,28.847784
2015-05-15,28.807516
2015-05-18,29.125189
2015-05-19,29.098343
2015-05-20,29.096107
2015-05-21,29.393642
2015-05-22,29.650917
2015-05-26,28.997673
2015-05-27,29.539051
2015-05-28,29.480883
2015-05-29,29.145325
2015-06-01,29.203482
2015-06-02,29.07373
2015-06-03,29.109526
2015-06-04,28.939505
2015-06-05,28.780668
2015-06-08,28.590523
2015-06-09,28.505505
2015-06-10,28.832123
2015-06-11,28.767246
2015-06-12,28.449575
2015-06-15,28.393644
2015-06-16,28.545778
2015-06-17,28.478659
2015-06-18,28.608406
2015-06-19,28.322058
2015-06-22,28.54801
2015-06-23,28.418253
2015-06-24,28.659864
2015-06-25,28.523403
2015-06-26,28.355612
2015-06-29,27.858973
2015-06-30,28.06031
2015-07-01,28.322058
2015-07-02,28.286264
2015-07-06,28.187828
2015-07-07,28.118477
2015-07-08,27.420498
2015-07-09,26.861216
2015-07-10,27.57933
2015-07-13,28.111771
2015-07-14,28.100582
2015-07-15,28.371271
2015-07-16,28.749346
2015-07-17,28.997673
2015-07-20,29.545773
2015-07-21,29.250463
2015-07-22,28.013336
2015-07-23,27.999916
2015-07-24,27.852266
2015-07-27,27.465233
2015-07-28,27.601702
2015-07-29,27.51446
2015-07-30,27.375753
2015-07-31,27.136379
2015-08-03,26.496563
2015-08-04,25.646454
2015-08-05,25.816475
2015-08-06,25.87265
2015-08-07,25.960297
2015-08-10,26.90415
2015-08-11,25.504103
2015-08-12,25.897371
2015-08-13,25.87715
2015-08-14,26.059181
2015-08-17,26.328848
2015-08-18,26.180527
2015-08-19,25.845694
2015-08-20,25.315334
2015-08-21,23.766979
2015-08-24,23.173708
2015-08-25,23.313034
2015-08-26,24.650148
2015-08-27,25.376011
2015-08-28,25.45916
2015-08-31,25.340055
2015-09-01,24.207439
2015-09-02,25.245672
2015-09-03,24.802961
2015-09-04,24.555761
2015-09-08,25.238934
2015-09-09,24.753523
2015-09-10,25.297356
2015-09-11,25.665909
2015-09-14,25.913103
2015-09-15,26.131086
2015-09-16,26.160311
2015-09-17,25.60074
2015-09-18,25.495117
2015-09-21,25.890636
2015-09-22,25.483871
2015-09-23,25.690626
2015-09-24,25.843439
2015-09-25,25.778271
2015-09-28,25.268137
2015-09-29,24.508572
2015-09-30,24.787228
2015-10-01,24.625429
2015-10-02,24.805204
2015-10-05,24.895096
2015-10-06,25.014202
2015-10-07,24.895096
2015-10-08,24.60745
2015-10-09,25.196226
2015-10-12,25.079374
2015-10-13,25.12207
2015-10-14,24.767008
2015-10-15,25.1378
2015-10-16,24.953526
2015-10-19,25.108587
2015-10-20,25.567026
2015-10-21,25.564785
2015-10-22,25.955799
2015-10-23,26.760323
2015-10-26,25.906361
2015-10-27,25.742313
2015-10-28,26.803015
2015-10-29,27.086172
2015-10-30,26.854704
2015-11-02,27.232239
2015-11-03,27.544613
2015-11-04,27.416521
2015-11-05,27.290131
2015-11-06,27.321735
2015-11-09,27.211145
2015-11-10,26.353525
2015-11-11,26.204575
2015-11-12,26.116564
2015-11-13,25.353733
2015-11-16,25.768993
2015-11-17,25.658417
2015-11-18,26.470888
2015-11-19,26.807159
2015-11-20,26.924524
2015-11-23,26.574699
2015-11-24,26.829735
2015-11-25,26.637897
2015-11-27,26.588243
2015-11-30,26.698835
2015-12-01,26.482172
2015-12-02,26.242937
2015-12-03,25.999201
2015-12-04,26.863585
2015-12-07,26.694311
2015-12-08,26.683033
2015-12-09,26.09399
2015-12-10,26.218119
2015-12-11,25.54331
2015-12-14,25.385334
2015-12-15,24.936213
2015-12-16,25.128046
2015-12-17,24.595423
2015-12-18,23.929646
2015-12-21,24.223038
2015-12-22,24.200474
2015-12-23,24.511917
2015-12-24,24.381014
2015-12-28,24.107943
2015-12-29,24.541262
2015-12-30,24.220785
2015-12-31,23.755871
2016-01-04,23.776184
2016-01-05,23.180365
2016-01-06,22.726732
2016-01-07,21.767561
2016-01-08,21.882654
2016-01-11,22.23699
2016-01-12,22.559725
2016-01-13,21.979708
2016-01-14,22.460419
2016-01-15,21.921022
2016-01-19,21.814955
2016-01-20,21.844297
2016-01-21,21.733702
2016-01-22,22.889221
2016-01-25,22.442369
2016-01-26,22.56649
2016-01-27,21.083727
2016-01-28,21.234934
2016-01-29,21.968426
2016-02-01,21.763037
2016-02-02,21.322958
2016-02-03,21.744989
2016-02-04,21.919708
2016-02-05,21.334276
2016-02-08,21.55892
2016-02-09,21.554386
2016-02-10,21.391008
2016-02-11,21.261673
2016-02-12,21.327471
2016-02-16,21.928787
2016-02-17,22.264612
2016-02-18,21.842566
2016-02-19,21.792643
2016-02-22,21.983244
2016-02-23,21.486307
2016-02-24,21.806257
2016-02-25,21.956017
2016-02-26,21.990061
2016-02-29,21.940136
2016-03-01,22.811476
2016-03-02,22.861397
2016-03-03,23.03158
2016-03-04,23.37422
2016-03-07,23.115541
2016-03-08,22.924929
2016-03-09,22.945354
2016-03-10,22.956697
2016-03-11,23.204033
2016-03-14,23.263031
2016-03-15,23.730465
2016-03-16,24.045883
2016-03-17,24.007309
2016-03-18,24.034531
2016-03-21,24.032265
2016-03-22,24.216057
2016-03-23,24.082184
2016-03-24,23.977808
2016-03-28,23.868887
2016-03-29,24.433903
2016-03-30,24.860489
2016-03-31,24.731152
2016-04-01,24.958065
2016-04-04,25.214476
2016-04-05,24.917223
2016-04-06,25.178169
2016-04-07,24.629038
2016-04-08,24.656275
2016-04-11,24.737963
2016-04-12,25.060175
2016-04-13,25.423237
2016-04-14,25.436846
2016-04-15,24.926298
2016-04-18,24.388514
2016-04-19,24.25918
2016-04-20,24.309101
2016-04-21,24.045883
2016-04-22,23.980072
2016-04-25,23.843927
2016-04-26,23.67828
2016-04-27,22.19655
2016-04-28,21.518082
2016-04-29,21.270748
2016-05-02,21.248051
2016-05-03,21.597496
2016-05-04,21.372849
2016-05-05,21.286102
2016-05-06,21.167389
2016-05-09,21.183369
2016-05-10,21.327194
2016-05-11,21.119448
2016-05-12,20.624052
2016-05-13,20.665142
2016-05-16,21.432213
2016-05-17,21.343178
2016-05-18,21.587448
2016-05-19,21.505266
2016-05-20,21.738125
2016-05-23,22.014355
2016-05-24,22.349955
2016-05-25,22.742619
2016-05-26,22.922968
2016-05-27,22.909271
2016-05-31,22.797407
2016-06-01,22.477798
2016-06-02,22.308865
2016-06-03,22.354511
2016-06-06,22.516607
2016-06-07,22.607925
2016-06-08,22.587381
2016-06-09,22.749464
2016-06-10,22.562269
2016-06-13,22.222101
2016-06-14,22.249504
2016-06-15,22.176449
2016-06-16,22.270046
2016-06-17,21.763237
2016-06-20,21.710726
2016-06-21,21.895647
2016-06-22,21.813465
2016-06-23,21.939024
2016-06-24,21.322634
2016-06-27,21.012154
2016-06-28,21.366005
2016-06-29,21.550924
2016-06-30,21.824879
2016-07-01,21.891085
2016-07-05,21.685617
2016-07-06,21.808891
2016-07-07,21.902494
2016-07-08,22.071436
2016-07-11,22.139927
2016-07-12,22.240372
2016-07-13,22.114809
2016-07-14,22.553135
2016-07-15,22.550852
2016-07-18,22.790558
2016-07-19,22.79969
2016-07-20,22.820234
2016-07-21,22.699244
2016-07-22,22.523455
2016-07-25,22.222101
2016-07-26,22.069149
2016-07-27,23.502838
2016-07-28,23.820158
2016-07-29,23.790483
2016-08-01,24.210545
2016-08-02,23.852129
2016-08-03,24.15119
2016-08-04,24.300388
2016-08-05,24.66993
2016-08-08,24.874214
2016-08-09,24.975199
2016-08-10,24.789278
2016-08-11,24.773216
2016-08-12,24.830599
2016-08-15,25.128988
2016-08-16,25.106035
2016-08-17,25.069313
2016-08-18,25.037174
